quarter,language,push_events,unique_actors
2019-07-01,Lua,10281.256457783194,3128
2019-07-01,Objective-C,11714.224376518598,5379
2019-07-01,PHP,190549.93404825343,11098
2019-07-01,Perl,25467.023084924211,6304
2019-07-01,Python,360110.52422290848,33555
2019-07-01,R,6843.0124796827977,2444
2019-07-01,Ruby,89131.458032078343,16517
2019-07-01,Rust,22867.247063546249,1820
2019-07-01,Scala,30352.655847109036,2400
2019-07-01,Swift,22186.85340262769,2776
2019-07-01,TypeScript,156407.10219909385,8479
2019-10-01,C,98265.529833443579,15949
2019-10-01,C#,258677.24163948151,5736
2019-10-01,C++,167467.53033693103,14307
2019-10-01,Dart,6701.7691280234249,420
2019-10-01,Go,108915.53403186623,6313
2019-10-01,Haskell,6457.5482956299129,1075
2019-10-01,Java,280258.96904546319,15193
2019-10-01,JavaScript,384071.81175366417,42627
2019-10-01,Julia,2034.0840060162884,344
2019-10-01,Kotlin,23508.913186000933,2556
2019-10-01,Lua,8434.7621351595662,3044
2019-10-01,Objective-C,10852.115808753444,5098
2019-10-01,PHP,131469.77003411093,10801
2019-10-01,Perl,29894.590941739672,6084
2019-10-01,Python,348087.93355683621,32331
2019-10-01,R,6135.6463202174664,2350
2019-10-01,Ruby,95971.792503115881,15858
2019-10-01,Rust,24432.091193569464,1827
2019-10-01,Scala,26243.923910270212,2358
2019-10-01,Swift,20862.698990320285,2750
2019-10-01,TypeScript,149627.78253297685,8146
2020-01-01,C,103603.18116826615,15525
2020-01-01,C#,262832.49683263479,5595
2020-01-01,C++,170071.03451079931,13849
2020-01-01,Dart,7184.7304801265918,444
2020-01-01,Go,115116.30144065215,6195
2020-01-01,Haskell,6509.978979596196,1040
2020-01-01,Java,285529.15267343167,14549
2020-01-01,JavaScript,383132.75202313042,40568
2020-01-01,Julia,2344.2299001375295,357
2020-01-01,Kotlin,25704.262913378541,2565
2020-01-01,Lua,10028.213769852955,2988
2020-01-01,Objective-C,12010.139337714518,4645
2020-01-01,PHP,133495.33755575935,10362
2020-01-01,Perl,25295.8902585827,6001
2020-01-01,Python,353258.44138466072,31592
2020-01-01,R,6545.132373392722,2314
2020-01-01,Ruby,95323.15048867857,15617
2020-01-01,Rust,26649.294420536662,1782
2020-01-01,Scala,29011.854073703675,2251
2020-01-01,Swift,21127.367237720442,2411
2020-01-01,TypeScript,154386.84553691736,8062
2020-04-01,C,110471.38482761444,15708
2020-04-01,C#,206529.43274353939,5468
2020-04-01,C++,187856.96077525133,13941
2020-04-01,Dart,8459.9534646091215,449
2020-04-01,Go,119954.2874086126,6145
2020-04-01,Haskell,7136.9456171751772,1007
2020-04-01,Java,305038.26326604595,14473
2020-04-01,JavaScript,442509.95717716188,40313
2020-04-01,Julia,2366.8269040845089,354
2020-04-01,Kotlin,27254.470099682552,2520
2020-04-01,Lua,11131.828773430247,3005
2020-04-01,Objective-C,11739.613272903456,4706
2020-04-01,PHP,137211.10459735597,10219
2020-04-01,Perl,27271.637459892754,6015
2020-04-01,Python,371949.72300542495,31448
2020-04-01,R,7046.7522715379864,2295
2020-04-01,Ruby,96513.611779611383,15152
2020-04-01,Rust,28565.356783320782,1764
2020-04-01,Scala,28210.735765946647,2153
2020-04-01,Swift,23482.846222366483,2496
2020-04-01,TypeScript,174463.91403993106,8185
2020-07-01,C,89855.060677547255,14591
2020-07-01,C#,258985.41664358068,4987
2020-07-01,C++,157100.41717522027,12829
2020-07-01,Dart,7844.50407856554,442
2020-07-01,Go,111463.43366882185,5820
2020-07-01,Haskell,6145.6717439570639,915
2020-07-01,Java,257277.62383467445,13661
2020-07-01,JavaScript,486635.51218725508,37488
2020-07-01,Julia,1888.3874484035073,290
2020-07-01,Kotlin,26564.721272678762,2448
2020-07-01,Lua,8695.5492706687273,2796
2020-07-01,Objective-C,9699.353670940498,4326
2020-07-01,PHP,116247.78823370555,9272
2020-07-01,Perl,23229.218366281282,5540
2020-07-01,Python,323227.34215919586,28818
2020-07-01,R,5293.03137298878,2083
2020-07-01,Ruby,81252.626869641215,13544
2020-07-01,Rust,24112.117326418855,1667
2020-07-01,Scala,22324.615413967251,2024
2020-07-01,Swift,18765.909426683156,2273
2020-07-01,TypeScript,163914.81410282082,7935
2020-10-01,C,93777.834720429571,14204
2020-10-01,C#,322211.39612489025,4883
2020-10-01,C++,159389.58431110406,12420
2020-10-01,Dart,8299.51768389533,423
2020-10-01,Go,99254.429206357934,5604
2020-10-01,Haskell,6407.6219663015117,902
2020-10-01,Java,239742.50417520411,13435
2020-10-01,JavaScript,537713.51054221345,34439
2020-10-01,Julia,1742.9032525113212,294
2020-10-01,Kotlin,26757.068226727111,2400
2020-10-01,Lua,10702.538043505909,2813
2020-10-01,Objective-C,9154.11905908587,4213
2020-10-01,PHP,131047.27211061878,9042
2020-10-01,Perl,24591.805987869786,5499
2020-10-01,Python,324506.44400743727,27949
2020-10-01,R,5175.9666415333231,2003
2020-10-01,Ruby,88816.896314307422,12835
2020-10-01,Rust,25244.935939755433,1675
2020-10-01,Scala,25263.336755927503,1980
2020-10-01,Swift,17587.676996299611,2306
2020-10-01,TypeScript,158890.48304349929,7362
2021-01-01,C,92132.000804964031,13795
2021-01-01,C#,409040.63801007374,4593
2021-01-01,C++,157378.83163385311,11905
2021-01-01,Dart,8648.4134003739709,451
2021-01-01,Go,99222.467445356539,5435
2021-01-01,Haskell,5352.3977889587677,882
2021-01-01,Java,223603.55045061896,12265
2021-01-01,JavaScript,620283.93305247324,33397
2021-01-01,Julia,2098.646113717522,310
2021-01-01,Kotlin,25206.951304563645,2338
2021-01-01,Lua,9270.4110521863222,2686
2021-01-01,Objective-C,8653.009176132573,3886
2021-01-01,PHP,121175.24903926466,8702
2021-01-01,Perl,19026.485452556488,5257
2021-01-01,Python,315400.72747111908,27244
2021-01-01,R,4805.2018902065747,2036
2021-01-01,Ruby,85231.444627070421,12663
2021-01-01,Rust,21816.973043033129,1624
